CG	OMIM_ID	REF_SEQ	e_value	gene	description	disease
CG9071-PA	603967	NP_000325	0	HYPP;NAC1A;SCN4A	NAV1.4	Cramps, familial, potassium-aggravated (3);Hyperkalemic periodic paralysis, 170500 (3);Hypokalemic periodic paralysis, 170400 (3);Myasthenic syndrome (3);Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3);Paramyotonia congenita, 168300 (3)
CG9071-PB	603967	NP_000325	0	HYPP;NAC1A;SCN4A	NAV1.4	Cramps, familial, potassium-aggravated (3);Hyperkalemic periodic paralysis, 170500 (3);Hypokalemic periodic paralysis, 170400 (3);Myasthenic syndrome (3);Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3);Paramyotonia congenita, 168300 (3)
CG9907-PA	603967	NP_000325	0	HYPP;NAC1A;SCN4A	NAV1.4	Cramps, familial, potassium-aggravated (3);Hyperkalemic periodic paralysis, 170500 (3);Hypokalemic periodic paralysis, 170400 (3);Myasthenic syndrome (3);Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3);Paramyotonia congenita, 168300 (3)
CG9907-PA	600163	NP_000326	0	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG31547-PA	600839	NP_000329	0	NKCC2;SLC12A1	MEMBER 1; SLC12A1;SODIUM-POTASSIUM-CHLORIDE TRANSPORTER 2; NKCC2	Bartter syndrome, type 1, 601678 (3)
CG31547-PB	600839	NP_000329	0	NKCC2;SLC12A1	MEMBER 1; SLC12A1;SODIUM-POTASSIUM-CHLORIDE TRANSPORTER 2; NKCC2	Bartter syndrome, type 1, 601678 (3)
CG4357-PA	600839	NP_000329	0	NKCC2;SLC12A1	MEMBER 1; SLC12A1;SODIUM-POTASSIUM-CHLORIDE TRANSPORTER 2; NKCC2	Bartter syndrome, type 1, 601678 (3)
CG4357-PA	600968	NP_000330	0	NCCT;SLC12A3;TSC	SLC12A3;SODIUM-CHLORIDE COTRANSPORTER, THIAZIDE-SENSITIVE; NCCT;THIAZIDE-SENSITIVE NA-CL COTRANSPORTER; TSC	Gitelman syndrome, 263800 (3)
CG12008-PA	182870	NP_000338	0	SPTB	SPECTRIN, BETA-I	Anemia, neonatal hemolytic, fatal and near-fatal (3);Elliptocytosis-3 (3);Spherocytosis-1 (3)
CG5870-PA	182870	NP_000338	0	SPTB	SPECTRIN, BETA-I	Anemia, neonatal hemolytic, fatal and near-fatal (3);Elliptocytosis-3 (3);Spherocytosis-1 (3)
CG7642-PA	607633	NP_000370	0	XDH	XANTHINE OXIDASE; XO;XANTHINE OXIDOREDUCTASE; XOR	Xanthinuria, type I, 278300 (3)
CG10505-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG11897-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG11897-PB	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG14709-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG31792-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG31793-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG4562-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG5789-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG6214-PB	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG7627-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG8799-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG9270-PA	601107	NP_000383	0	ABCC2;CMOAT	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2; MRP2;MULTISPECIFIC ORGANIC ANION TRANSPORTER, CANALICULAR; CMOAT	Dubin-Johnson syndrome, 237500 (3)
CG9433-PA	126340	NP_000391	0	COFS2;EM9;ERCC2;XPD	DNA REPAIR DEFECT EM9 OF CHINESE HAMSTER OVARY CELLS, COMPLEMENTATION;OF; EM9	Cerebrooculofacioskeletal syndrome 2, 610756 (3);Trichothiodystrophy, 601675 (3);Xeroderma pigmentosum, group D, 278730 (3)
CG9433-PB	126340	NP_000391	0	COFS2;EM9;ERCC2;XPD	DNA REPAIR DEFECT EM9 OF CHINESE HAMSTER OVARY CELLS, COMPLEMENTATION;OF; EM9	Cerebrooculofacioskeletal syndrome 2, 610756 (3);Trichothiodystrophy, 601675 (3);Xeroderma pigmentosum, group D, 278730 (3)
CG33038-PA	608210	NP_000392	0	EXT2		Exostoses, multiple, type 2, 133701 (3)
CG33038-PC	608210	NP_000392	0	EXT2		Exostoses, multiple, type 2, 133701 (3)
CG12529-PA	305900	NP_000393	0	G6PD;G6PD1		Favism (3);G6PD deficiency (3);Hemolytic anemia due to G6PD deficiency (3)
CG12529-PB	305900	NP_000393	0	G6PD;G6PD1		Favism (3);G6PD deficiency (3);Hemolytic anemia due to G6PD deficiency (3)
CG8256-PA	138430	NP_000399	0	GPD2	GDH2;GLYCEROPHOSPHATE DEHYDROGENASE-2 Ca(2+)-RESPONSIVE MITOCHONDRIAL FAD-LINKED;GPD, MITOCHONDRIAL; GPDM	{Diabetes mellitus, noninsulin-dependent}, 125853 (3)
CG8256-PB	138430	NP_000399	0	GPD2	GDH2;GLYCEROPHOSPHATE DEHYDROGENASE-2 Ca(2+)-RESPONSIVE MITOCHONDRIAL FAD-LINKED;GPD, MITOCHONDRIAL; GPDM	{Diabetes mellitus, noninsulin-dependent}, 125853 (3)
CG8256-PC	138430	NP_000399	0	GPD2	GDH2;GLYCEROPHOSPHATE DEHYDROGENASE-2 Ca(2+)-RESPONSIVE MITOCHONDRIAL FAD-LINKED;GPD, MITOCHONDRIAL; GPDM	{Diabetes mellitus, noninsulin-dependent}, 125853 (3)
CG15288-PA	156225	NP_000417	0	LAMA2;LAMM	LAMININ 2, HEAVY CHAIN	Muscular dystrophy, congenital merosin-deficient, 607855 (3);Muscular dystrophy, congenital, due to partial LAMA2 deficiency, 607855 (3)
CG15288-PB	156225	NP_000417	0	LAMA2;LAMM	LAMININ 2, HEAVY CHAIN	Muscular dystrophy, congenital merosin-deficient, 607855 (3);Muscular dystrophy, congenital, due to partial LAMA2 deficiency, 607855 (3)
CG8440-PA	601545	NP_000421	0	LIS1;PAFAH1B1	LISSENCEPHALY-1 GENE; LIS1;PAFAH1B1	Lissencephaly-1, 607432 (3);Subcortical laminar heterotopia (3)
CG8440-PB	601545	NP_000421	0	LIS1;PAFAH1B1	LISSENCEPHALY-1 GENE; LIS1;PAFAH1B1	Lissencephaly-1, 607432 (3);Subcortical laminar heterotopia (3)
CG8440-PC	601545	NP_000421	0	LIS1;PAFAH1B1	LISSENCEPHALY-1 GENE; LIS1;PAFAH1B1	Lissencephaly-1, 607432 (3);Subcortical laminar heterotopia (3)
CG8440-PD	601545	NP_000421	0	LIS1;PAFAH1B1	LISSENCEPHALY-1 GENE; LIS1;PAFAH1B1	Lissencephaly-1, 607432 (3);Subcortical laminar heterotopia (3)
CG8440-PE	601545	NP_000421	0	LIS1;PAFAH1B1	LISSENCEPHALY-1 GENE; LIS1;PAFAH1B1	Lissencephaly-1, 607432 (3);Subcortical laminar heterotopia (3)
CG3936-PA	600276	NP_000426	0	CADASIL;CASIL;NOTCH3		Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy, 125310 (3)
CG10181-PA	171060	NP_000434	0	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG10226-PA	171060	NP_000434	0	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG3879-PA	171060	NP_000434	0	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG8523-PA	171060	NP_000434	0	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG32626-PA	102772	NP_000471	0	AMPD3		[AMP deaminase deficiency, erythrocytic] (3)
CG32626-PB	102772	NP_000471	0	AMPD3		[AMP deaminase deficiency, erythrocytic] (3)
CG32626-PC	102772	NP_000471	0	AMPD3		[AMP deaminase deficiency, erythrocytic] (3)
CG32626-PD	102772	NP_000471	0	AMPD3		[AMP deaminase deficiency, erythrocytic] (3)
CG4861-PA	606945	NP_000518	0	FH;FHC;LDLR		Hypercholesterolemia, familial, 143890 (3)
CG5322-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG6206-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG6206-PB	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG9463-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG9465-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG9466-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG9468-PA	609458	NP_000519	0	MAN2B1;MANB	LAMAN;MANNOSIDASE, ALPHA B, LYSOSOMAL; MANB	Mannosidosis, alpha-, types I and II, 248500 (3)
CG10844-PA	180901	NP_000531	0	CCO;MHS;RYR1	RYANODINE RECEPTOR, SKELETAL MUSCLE; RYDR;SARCOPLASMIC RETICULUM CALCIUM RELEASE CHANNEL;SKELETAL MUSCLE RYANODINE RECEPTOR; SKRR	Central core disease, 117000 (3);{Malignant hyperthermia susceptibility 1}, 145600 (3)
CG10844-PB	180901	NP_000531	0	CCO;MHS;RYR1	RYANODINE RECEPTOR, SKELETAL MUSCLE; RYDR;SARCOPLASMIC RETICULUM CALCIUM RELEASE CHANNEL;SKELETAL MUSCLE RYANODINE RECEPTOR; SKRR	Central core disease, 117000 (3);{Malignant hyperthermia susceptibility 1}, 145600 (3)
CG10844-PC	180901	NP_000531	0	CCO;MHS;RYR1	RYANODINE RECEPTOR, SKELETAL MUSCLE; RYDR;SARCOPLASMIC RETICULUM CALCIUM RELEASE CHANNEL;SKELETAL MUSCLE RYANODINE RECEPTOR; SKRR	Central core disease, 117000 (3);{Malignant hyperthermia susceptibility 1}, 145600 (3)
CG10844-PD	180901	NP_000531	0	CCO;MHS;RYR1	RYANODINE RECEPTOR, SKELETAL MUSCLE; RYDR;SARCOPLASMIC RETICULUM CALCIUM RELEASE CHANNEL;SKELETAL MUSCLE RYANODINE RECEPTOR; SKRR	Central core disease, 117000 (3);{Malignant hyperthermia susceptibility 1}, 145600 (3)
CG6713-PA	163729	NP_000594	0	NOS3	NITRIC OXIDE SYNTHASE, ENDOTHELIAL; ENOS	{Alzheimer disease, late-onset, susceptibility to}, 104300 (3);{Coronary spasms, susceptibility to} (3);{Hypertension, pregnancy-induced}, 189800 (3);{Hypertension, susceptibility to}, 145500 (3);{Placental abruption} (3)
CG6713-PA	163731	NP_000611	0	IHPS1;NOS1		{Pyloric stenosis, infantile hypertrophic, 1, susceptibility to}, 179010 (3)
CG6713-PA	163730	NP_000616	0	NOS2;NOS2A	NITRIC OXIDE SYNTHASE, INDUCIBLE; INOS;NITRIC OXIDE SYNTHASE, MACROPHAGE;NOS2;NOS2A, INDUCIBLE, HEPATOCYTE	{Hypertension, susceptibility to}, 145500 (2);{Malaria, resistance to}, 248310 (3)
CG9485-PA	232400	NP_000633	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PB	232400	NP_000633	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PC	232400	NP_000633	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PA	232400	NP_000634	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PB	232400	NP_000634	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PC	232400	NP_000634	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PA	232400	NP_000635	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PB	232400	NP_000635	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PC	232400	NP_000635	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PA	232400	NP_000636	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PB	232400	NP_000636	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PC	232400	NP_000636	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PA	232400	NP_000637	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PB	232400	NP_000637	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG9485-PC	232400	NP_000637	0	AGL;GDE	AGL DEFICIENCY;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;CORI DISEASE;FORBES DISEASE;GDE DEFICIENCY;GLYCOGEN DEBRANCHER DEFICIENCY;GLYCOGEN DEBRANCHING DEFICIENCY;LIMIT DEXTRINOSIS	Glycogen storage disease IIIa (3);Glycogen storage disease IIIb (3)
CG11654-PA	180960	NP_000678	0	AHCY;SAHH	HYPERMETHIONINEMIA WITH DEFICIENCY OF S-ADENOSYLHOMOCYSTEINE HYDROLASE,;SAHH	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase (3)
CG3752-PA	100650	NP_000681	0	ALDH2	ACETALDEHYDE DEHYDROGENASE 2;ALDEHYDE DEHYDROGENASE 2;ALDH, LIVER MITOCHONDRIAL	Alcohol intolerance, acute (3);{?Fetal alcohol syndrome} (1)
CG5670-PA	182340	NP_000693	0	ATP1A2;FHM2;MHP2	Na,K-ATPase, ALPHA-A(+) CATALYTIC POLYPEPTIDE;Na,K-ATPase, ALPHA-B POLYPEPTIDE;SODIUM-POTASSIUM-ATPase, ALPHA-2 POLYPEPTIDE	Alternating hemiplegia of childhood, 104290 (3);Migraine, familial basilar, 602481 (3);Migraine, familial hemiplegic, 2, 602481 (3)
CG5670-PB	182340	NP_000693	0	ATP1A2;FHM2;MHP2	Na,K-ATPase, ALPHA-A(+) CATALYTIC POLYPEPTIDE;Na,K-ATPase, ALPHA-B POLYPEPTIDE;SODIUM-POTASSIUM-ATPase, ALPHA-2 POLYPEPTIDE	Alternating hemiplegia of childhood, 104290 (3);Migraine, familial basilar, 602481 (3);Migraine, familial hemiplegic, 2, 602481 (3)
CG5670-PC	182340	NP_000693	0	ATP1A2;FHM2;MHP2	Na,K-ATPase, ALPHA-A(+) CATALYTIC POLYPEPTIDE;Na,K-ATPase, ALPHA-B POLYPEPTIDE;SODIUM-POTASSIUM-ATPase, ALPHA-2 POLYPEPTIDE	Alternating hemiplegia of childhood, 104290 (3);Migraine, familial basilar, 602481 (3);Migraine, familial hemiplegic, 2, 602481 (3)
CG5670-PD	182340	NP_000693	0	ATP1A2;FHM2;MHP2	Na,K-ATPase, ALPHA-A(+) CATALYTIC POLYPEPTIDE;Na,K-ATPase, ALPHA-B POLYPEPTIDE;SODIUM-POTASSIUM-ATPase, ALPHA-2 POLYPEPTIDE	Alternating hemiplegia of childhood, 104290 (3);Migraine, familial basilar, 602481 (3);Migraine, familial hemiplegic, 2, 602481 (3)
CG1522-PA	114205	NP_000710	0	CACNA1C;CACNL1A1;CCHL1A1;TS	CACH2;CACNL1A1;CALCIUM CHANNEL, CARDIAC DIHYDROPYRIDINE-SENSITIVE, ALPHA-1 SUBUNIT;CALCIUM CHANNEL, L TYPE, ALPHA-1 POLYPEPTIDE, ISOFORM 1, CARDIAC MUSCLE;;CaV1.2;CCHL1A1;DHPR, ALPHA-1 SUBUNIT	Timothy syndrome, 601005 (3)
CG4894-PA	114205	NP_000710	0	CACNA1C;CACNL1A1;CCHL1A1;TS	CACH2;CACNL1A1;CALCIUM CHANNEL, CARDIAC DIHYDROPYRIDINE-SENSITIVE, ALPHA-1 SUBUNIT;CALCIUM CHANNEL, L TYPE, ALPHA-1 POLYPEPTIDE, ISOFORM 1, CARDIAC MUSCLE;;CaV1.2;CCHL1A1;DHPR, ALPHA-1 SUBUNIT	Timothy syndrome, 601005 (3)
CG4894-PB	114205	NP_000710	0	CACNA1C;CACNL1A1;CCHL1A1;TS	CACH2;CACNL1A1;CALCIUM CHANNEL, CARDIAC DIHYDROPYRIDINE-SENSITIVE, ALPHA-1 SUBUNIT;CALCIUM CHANNEL, L TYPE, ALPHA-1 POLYPEPTIDE, ISOFORM 1, CARDIAC MUSCLE;;CaV1.2;CCHL1A1;DHPR, ALPHA-1 SUBUNIT	Timothy syndrome, 601005 (3)
CG4894-PC	114205	NP_000710	0	CACNA1C;CACNL1A1;CCHL1A1;TS	CACH2;CACNL1A1;CALCIUM CHANNEL, CARDIAC DIHYDROPYRIDINE-SENSITIVE, ALPHA-1 SUBUNIT;CALCIUM CHANNEL, L TYPE, ALPHA-1 POLYPEPTIDE, ISOFORM 1, CARDIAC MUSCLE;;CaV1.2;CCHL1A1;DHPR, ALPHA-1 SUBUNIT	Timothy syndrome, 601005 (3)
CG4894-PD	114205	NP_000710	0	CACNA1C;CACNL1A1;CCHL1A1;TS	CACH2;CACNL1A1;CALCIUM CHANNEL, CARDIAC DIHYDROPYRIDINE-SENSITIVE, ALPHA-1 SUBUNIT;CALCIUM CHANNEL, L TYPE, ALPHA-1 POLYPEPTIDE, ISOFORM 1, CARDIAC MUSCLE;;CaV1.2;CCHL1A1;DHPR, ALPHA-1 SUBUNIT	Timothy syndrome, 601005 (3)
CG10367-PA	142910	NP_000850	0	HMGCR	HMG-CoA REDUCTASE	[Statins, attenuated cholesterol lowering by] (3)
CG18402-PA	147370	NP_000866	0	IGF1R		Intrauterine and postnatal growth retardation (3)
CG1799-PA	146690	NP_000874	0	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG1799-PC	146690	NP_000874	0	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG1516-PA	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PB	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PD	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PE	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PG	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PI	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PJ	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PK	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PL	608786	NP_000911	0	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG10181-PA	171050	NP_000918	0	ABCB1;MDR1;PGY1	DOXORUBICIN RESISTANCE;GP170;MULTIDRUG RESISTANCE 1; MDR1;P-GLYCOPROTEIN 1; PGY1	Colchicine resistance (3)
CG10226-PA	171050	NP_000918	0	ABCB1;MDR1;PGY1	DOXORUBICIN RESISTANCE;GP170;MULTIDRUG RESISTANCE 1; MDR1;P-GLYCOPROTEIN 1; PGY1	Colchicine resistance (3)
CG3879-PA	171050	NP_000918	0	ABCB1;MDR1;PGY1	DOXORUBICIN RESISTANCE;GP170;MULTIDRUG RESISTANCE 1; MDR1;P-GLYCOPROTEIN 1; PGY1	Colchicine resistance (3)
CG8523-PA	171050	NP_000918	0	ABCB1;MDR1;PGY1	DOXORUBICIN RESISTANCE;GP170;MULTIDRUG RESISTANCE 1; MDR1;P-GLYCOPROTEIN 1; PGY1	Colchicine resistance (3)
