transformant id	construct id	library	cg number	on targets 	off targets	s19	can repeats	viability	chromosome nr	status	fb numbers	synonyms
1187	231	GD	CG17784	1	0	1	3	viable	3	available	FBgn0039192	
1189	234	GD	CG5610	1	0	1	2	viable	1	available	FBgn0000036	"nAcRs
Acr96A
nicotinic acetylcholine receptor alpha-like
als
alpha-Like Subunit
ALs
alpha-like
nicotinic Acetylcholine Receptor alpha 96Aa
dALS
Dalpha1
nAcRalpha-96Aa
ALS
alpha-like subunit
nAChR
nAcr96Aa
alpha-like-subunit
Acr96Aa
CG5610-PA
AcrB
alpha1"
1194	236	GD	CG6844	1	0	1	3	viable	3	available	FBgn0000039	"Da2
nicotinic acetylcholine receptor alpha subunit gene at 96AB
Second alpha-like subunit of Drosophila
Dalpha2
D[a2]
CG6844-PA
nicotinic Acetylcholine Receptor alpha 96Ab
da2
sad
AcrE
nAchRalpha-96Ab
Acr96Ab
nAcRalpha-96Ab
nAcr96Ab
nAChR Dalpha2
nAChR
Drosophila alpha-like subunit 2
SAD
nicotinic acetylcholine receptor alpha-2
Dalpha2/SAD
Dalpha2 nicotimic acetylcholine receptor
nAcRs
alpha2
Dalpha
alpha[[2]]"
1195	236	GD	CG6844	1	0	1	3	viable	3	available	FBgn0000039	"nAcRalpha-96Ab
nAcRs
Dalpha2 nicotimic acetylcholine receptor
Da2
Dalpha
Dalpha2
CG6844-PA
AcrE
sad
alpha[[2]]
SAD
Second alpha-like subunit of Drosophila
nicotinic acetylcholine receptor alpha subunit gene at 96AB
nAChR Dalpha2
da2
Acr96Ab
alpha2
nicotinic acetylcholine receptor alpha-2
nicotinic Acetylcholine Receptor alpha 96Ab
nAcr96Ab
nAchRalpha-96Ab
nAChR
Dalpha2/SAD
D[a2]
Drosophila alpha-like subunit 2"
1199	237	GD	CG6798	1	1	0.98	2	lethal	3	available	FBgn0004118	"AcrF
Dbeta2
sbd
nAcRs
nAcRbeta-96A
nAcRbeta
nAcr96Ac
SBD
second beta-like subunit of Drosophila
nicotinic Acetylcholine Receptor beta 96A
Acr96Ac
nAChR
beta[[2]]"
1200	237	GD	CG6798	1	1	0.98	2	viable	3	available	FBgn0004118	"AcrF
nAcRbeta
Dbeta2
sbd
nAcRbeta-96A
nAcRs
beta[[2]]
nicotinic Acetylcholine Receptor beta 96A
nAcr96Ac
nAChR
SBD
Acr96Ac
second beta-like subunit of Drosophila"
1204	238	GD	CG5789	1	1	0.99	2	viable	1	available	FBgn0039207	Dme_CG5789
1209	241	GD	CG13626	1	0	1	3	viable	1	available	FBgn0039212	"Gtaxin
gtx
Ufe1/Syntaxin 18
Syntaxin
Syntaxin 18
Syx
Dm Ufe1
syntaxin
Syx18
DmSyx18"
1215	246	GD	CG6868	1	0	1	3	viable	2	available	FBgn0003719	"Tolloid
tolloid
TLD
tld
Tld
CT21278
dTld"
1216	246	GD	CG6868	1	0	1	3	viable	2	available	FBgn0003719	"dTld
Tolloid
CT21278
Tld
TLD
tld
tolloid"
1218	250	GD	CG13636	1	0	1	4	lethal	2	available	"FBgn0039232
FBgn0064906
FBgn0063686"	"BcDNA:RE20019
BcDNA:RE05274"
1219	250	GD	CG13636	1	0	1	4	sterile	3	temporary unavailable	"FBgn0039232
FBgn0064906
FBgn0063686"	"BcDNA:RE05274
BcDNA:RE20019"
1246	295	GD	CG12290	1	0	1	5	viable	3	available	"FBgn0046528
FBgn0039419
FBgn0046530"	"anon-WO0170980.49
anon-WO0170980.50"
1247	295	GD	CG12290	1	0	1	5	viable	2	available	"FBgn0046530
FBgn0039419
FBgn0046528"	"anon-WO0170980.50
anon-WO0170980.49"
1251	306	GD	CG31072	1	0	1	2	viable	2	available	"FBgn0039458
FBgn0039456
FBgn0051072
FBgn0039455
FBgn0039457
FBgn0062050"	"lysosomal enzyme receptor protein
anon-WO0118547.383
CG14255
CG14256
CG6390
CG6396
LERP
Lerp"
1252	306	GD	CG31072	1	0	1	2	viable	2	available	"FBgn0039457
FBgn0039456
FBgn0039458
FBgn0051072
FBgn0039455
FBgn0062050"	"Lerp
CG6396
anon-WO0118547.383
LERP
CG6390
CG14256
lysosomal enzyme receptor protein
CG14255"
1253	306	GD	CG31072	1	0	1	2	viable	2	available	"FBgn0039457
FBgn0039458
FBgn0039456
FBgn0051072
FBgn0039455
FBgn0062050"	"CG6396
CG6390
CG14256
anon-WO0118547.383
CG14255
Lerp
LERP
lysosomal enzyme receptor protein"
1258	314	GD	CG5811	1	0	1	3	viable	2	available	"FBgn0004842
FBgn0044364
FBgn0044365"	"NepYr
Neuropeptide Y receptor-like
anon-WO0131005.13
anon-WO0131005.15
CG5811/107368
PR4"
1259	314	GD	CG5811	1	0	1	3	viable	3	available	"FBgn0044364
FBgn0044365
FBgn0004842"	"anon-WO0131005.13
PR4
Neuropeptide Y receptor-like
NepYr
CG5811/107368
anon-WO0131005.15"
1261	315	GD	CG6070	1	1	0.98	3	viable	2	available	"FBgn0062114
FBgn0039487"	"anon-WO0118547.295
Genderblind
genderblind
gb
Gb"
1262	315	GD	CG6070	1	1	0.98	3	viable	2	available	"FBgn0039487
FBgn0062114"	"Genderblind
genderblind
Gb
gb
anon-WO0118547.295"
1264	316	GD	CG5880	1	0	1	2	viable	1	available	FBgn0039489	
1268	317	GD	CG31065	1	2	0.98	3	viable	3	available	FBgn0051065	
1269	317	GD	CG31065	1	2	0.98	3	viable	3	available	FBgn0051065	
1274	318	GD	CG31068	1	0	1	2	viable	3	available	"FBgn0065019
FBgn0051068"	BcDNA:AT10318
1275	318	GD	CG31068	1	0	1	2	viable	1	available	"FBgn0065019
FBgn0051068"	BcDNA:AT10318
1276	319	GD	CG17991	1	1	0.99	2	lethal	3	available	FBgn0039498	
1277	319	GD	CG17991	1	1	0.99	2	viable	3	available	FBgn0039498	
1278	320	GD	CG3373	1	0	1	2	viable	3	available	"FBgn0010259
FBgn0015737"	"SPH210
hemomucin
rrm5
RRM5
Hemomucin
Rbp5
Hmu
RNA-binding protein 5"
1279	320	GD	CG3373	1	0	1	2	viable	3	available	"FBgn0010259
FBgn0015737"	"SPH210
RRM5
rrm5
RNA-binding protein 5
Rbp5
Hmu
Hemomucin
hemomucin"
1283	321	GD	CG31062	1	0	1	2	viable	2	available	"FBgn0039516
FBgn0063636
FBgn0039515
FBgn0040611
FBgn0039517
FBgn0016061
FBgn0040612
FBgn0051062"	"CG13973
downstream of eyeless
CG13974
doe
CG12510
CT33528
side
sidestep
Sidestep
CG13975
CG13979
CT33527
Doe"
1284	321	GD	CG31062	1	0	1	2	lethal	3	available	"FBgn0039515
FBgn0039516
FBgn0063636
FBgn0051062
FBgn0040611
FBgn0040612
FBgn0039517
FBgn0016061"	"downstream of eyeless
sidestep
CG13979
Sidestep
CT33527
Doe
CT33528
CG13973
CG12510
CG13975
CG13974
side
doe"
1288	322	GD	CG13978	1	0	1	2	viable	1	available	FBgn0039518	
1294	323	GD	CG13977	1	1	0.98	2	viable	2	available	FBgn0039519	"Cyp6a18
6a18
cytochrome P450"
1300	324	GD	CG13976	1	0	1	3	viable	2	available	"FBgn0041220
FBgn0039520"	"Gustatory receptor 98a
GR98B.4
Gr98B4
Gustatory receptor 98B.4
Gr98a
98B.4"
1302	325	GD	CG31059	1	0	1	2	lethal	3	available	"FBgn0046887
FBgn0041222
FBgn0045467
FBgn0039524
FBgn0051059"	"CG12884
Gr98B2
Gustatory receptor 98b
Gustatory receptor 98B.2
98B.2
GR98B.2
gustatory receptor 98b
Gr98A1
Gr98b"
1305	329	GD	CG5639	1	0	1	2	viable	2	available	FBgn0039527	"CT17816
N-like"
1306	329	GD	CG5639	1	0	1	2	viable	3	available	FBgn0039527	"N-like
CT17816"
1309	330	GD	CG18437	1	0	1	2	viable	3	available	FBgn0039536	
1310	330	GD	CG18437	1	0	1	2	viable	1	available	FBgn0039536	
1312	331	GD	CG12880	1	0	1	2	viable	2	available	"FBgn0039539
FBgn0046258"	BEST:LD29228
1313	331	GD	CG12880	1	0	1	2	viable	3	available	"FBgn0039539
FBgn0046258"	BEST:LD29228
1315	333	GD	CG5540	1	1	0.99	2	viable	3	available	FBgn0039551	"98B.1
DOR110
98a
Or98a
Odorant receptor 98a"
1316	335	GD	CG5508	1	0	1	2	viable	2	available	FBgn0027579	"BcDNA:GH07066
152088_at
GPAT1"
1322	337	GD	CG1867	1	0	1	2	viable	3	available	FBgn0039582	"Odorant receptor 98b
Or98b
98C.1
DOR121
98b
Or98bP"
1326	339	GD	CG10001	1	0	1	2	viable	3	available	"FBgn0039595
FBgn0046611
FBgn0044357
FBgn0046612"	"Allatostatin Receptor 2
anon-WO0170980.115
anon-WO0131005.7
DAR-2
anon-WO0170980.116
DAR
D.AlstR2
AR-2"
1327	339	GD	CG10001	1	0	1	2	viable	3	available	"FBgn0044357
FBgn0046612
FBgn0039595
FBgn0046611"	"D.AlstR2
anon-WO0170980.115
AR-2
anon-WO0170980.116
DAR-2
Allatostatin Receptor 2
DAR
anon-WO0131005.7"
1333	343	GD	CG1443	1	0	1	3	viable	2	available	FBgn0039620	
1334	343	GD	CG1443	1	0	1	3	viable	3	available	FBgn0039620	
1335	355	GD	CG11958	1	2	0.86	2	sterile	3	available	"FBgn0015622
FBgn0039660"	"Cnx99A
Calnexin 99A
Calnexin
Cnx
cnx
calnexin"
1337	357	GD	CG2310	1	1	0.99	3	viable	3	available	FBgn0039665	
1338	357	GD	CG2310	1	1	0.99	3	viable	2	available	FBgn0039665	
1341	360	GD	CG1907	1	0	1	3	viable	3	available	FBgn0039674	
1342	360	GD	CG1907	1	0	1	3	viable	2	available	FBgn0039674	
1345	361	GD	CG12048	1	0	1	2	lethal	3	available	FBgn0039675	"pickpocket 21
PPK21
ppk21"
1346	361	GD	CG12048	1	0	1	2	viable	3	available	FBgn0039675	"pickpocket 21
ppk21
PPK21"
1349	363	GD	CG18110	1	0	1	2	lethal	3	available	FBgn0039677	
1351	363	GD	CG18110	1	0	1	2	sterile	3	available	FBgn0039677	
1353	365	GD	CG7582	1	0	1	2	viable	3	available	FBgn0039681	
1356	366	GD	CG15506	1	0	1	2	viable	3	available	FBgn0039686	
1357	366	GD	CG15506	1	0	1	2	viable	3	available	FBgn0039686	
1362	370	GD	CG7816	1	0	1	2	viable	2	available	FBgn0039714	
1364	370	GD	CG7816	1	0	1	2	viable	3	available	FBgn0039714	
1365	372	GD	CG7875	1	0	1	3	viable	1	available	FBgn0003861	"dTRP
dTrp
DmTRP
Cosens-Manning mutant
559
TRP
Trp
trp
Transient receptor potential protein
transient receptor potential
transient photreceptor potential
INAD localization-B
idl-B"
1366	372	GD	CG7875	1	0	1	3	viable	3	available	FBgn0003861	"transient receptor potential
dTRP
559
DmTRP
TRP
Cosens-Manning mutant
INAD localization-B
idl-B
transient photreceptor potential
dTrp
Transient receptor potential protein
trp
Trp"
1368	373	GD	CG15522	1	1	1	3	viable	3	available	FBgn0039723	
1369	373	GD	CG15522	1	1	1	3	viable	2	available	FBgn0039723	
1372	375	GD	CG7887	1	0	1	2	viable	3	available	"FBgn0044366
FBgn0044356
FBgn0004622
FBgn0011021"	"l(3)s2222
Tachykinin-like receptor at 99D
DTKR
Tak-r
anon-WO0131005.9
TKR99D
anon-WO0131005.11
Takr99D
dtkr
DTK receptor
TAKR99D"
1374	375	GD	CG7887	1	0	1	2	viable	3	available	"FBgn0044356
FBgn0011021
FBgn0004622
FBgn0044366"	"l(3)s2222
Tachykinin-like receptor at 99D
anon-WO0131005.9
DTKR
anon-WO0131005.11
TAKR99D
TKR99D
Tak-r
DTK receptor
Takr99D
dtkr"
1377	376	GD	CG7912	1	0	1	3	viable	2	available	FBgn0039736	
1378	376	GD	CG7912	1	0	1	3	viable	3	available	FBgn0039736	
1380	377	GD	CG7921	1	1	1	4	viable	2	available	FBgn0039738	"GlcNAc-TII
Mgat2
GlcNAcT2
dMGAT2"
1381	377	GD	CG7921	1	1	1	4	viable	2	available	FBgn0039738	"GlcNAcT2
dMGAT2
GlcNAc-TII
Mgat2"
1385	380	GD	CG9753	1	0	1	3	viable	3	available	"FBgn0046617
FBgn0046615
FBgn0039747"	"adoR
Adenosine receptor
AdoR
dAdoR
adenosine receptor
anon-WO0170980.110
anon-WO0170980.109"
1386	380	GD	CG9753	1	0	1	3	viable	3	available	"FBgn0046615
FBgn0039747
FBgn0046617"	"anon-WO0170980.109
anon-WO0170980.110
AdoR
adoR
adenosine receptor
Adenosine receptor
dAdoR"
1392	383	GD	CG9747	1	0	1	3	sterile	3	temporary unavailable	FBgn0039754	
1394	383	GD	CG9747	1	0	1	3	viable	1	available	FBgn0039754	
1396	384	GD	CG15531	1	0	1	2	viable	2	available	FBgn0039755	
1397	384	GD	CG15531	1	0	1	2	viable	2	available	FBgn0039755	
1401	36	GD	CGnone	0	0	0	0	viable	1	available		
1402	193	GD	CG4637	1	1	1	2	viable	3	available	"FBgn0001191
FBgn0044801
FBgn0004644
FBgn0011487
FBgn0002748
FBgn0002793
FBgn0011486
FBgn0000159"	"bar-on-3
bar-3
bar3
bar
anon-WO0182946.19
anon-WO0134654.19
Mrt
Moonrat
Mirabile
Mir
l(3)neo57
l(3)neo56
l(3)hh
HH
Hh
hh
hg
Hedghog
Hedgehog
hedgehog"
1403	193	GD	CG4637	1	1	1	2	viable	3	available	"FBgn0004644
FBgn0002748
FBgn0000159
FBgn0001191
FBgn0011487
FBgn0002793
FBgn0011486
FBgn0044801"	"bar-3
l(3)neo57
hh
Hh
HH
hedgehog
l(3)hh
l(3)neo56
hg
Hedghog
bar-on-3
Hedgehog
bar3
Mir
bar
Mirabile
Moonrat
Mrt
anon-WO0182946.19
anon-WO0134654.19"
1405	196	GD	CG4568	1	0	1	2	lethal	3	available	"FBgn0011596
FBgn0044369
FBgn0044371
FBgn0044370"	"anon-WO0125274.25
fuzzy onions
anon-WO0125274.1
fzo
anon-WO0125274.26"
1407	196	GD	CG4568	1	0	1	2	viable	3	temporary unavailable	"FBgn0044369
FBgn0044371
FBgn0044370
FBgn0011596"	"fzo
anon-WO0125274.1
anon-WO0125274.26
anon-WO0125274.25
fuzzy onions"
1409	197	GD	CG4467	1	0	1	2	viable	1	available	"FBgn0040592
FBgn0039064"	CG13825
1410	208	GD	CG10152	1	17	0.91	3	viable	1	temporary unavailable	"FBgn0039090
FBgn0039089"	"beat IV
beat-IV
CG13823"
1411	208	GD	CG10152	1	17	0.91	3	viable	3	temporary unavailable	"FBgn0039089
FBgn0039090"	"beat-IV
CG13823
beat IV"
1414	224	GD	CG5677	1	0	1	3	sterile	3	available	FBgn0039172	"Spase22/23
Spase 22/23-subunit
Spase22-23"
1415	224	GD	CG5677	1	0	1	3	sterile	2	available	FBgn0039172	"Spase22-23
Spase22/23
Spase 22/23-subunit"
1429	274	GD	CG4625	1	0	1	3	viable	3	available	"FBgn0041212
FBgn0040212
FBgn0039340"	"DHAP-AT
Dhap-at
Dihydroxyacetone phosphate acyltransferase
Glycerol 3-phosphate acyltransferase
glycerol-3-phosphate acyltransferase
Gpat
GPAT
8-1
glycerol-3-phosphate-acyltransferase"
1432	278	GD	CG17198	1	1	0.86	3	viable	2	available	FBgn0039366	
1433	279	GD	CG17197	1	0	1	2	viable	2	available	FBgn0039367	CG17197-PA
1434	279	GD	CG17197	1	0	1	2	viable	2	available	FBgn0039367	CG17197-PA
1435	281	GD	CG17195	1	1	1	2	lethal	3	available	FBgn0039369	CG17195-PA
1438	284	GD	CG17370	1	0	1	3	viable	1	temporary unavailable	"FBgn0039382
FBgn0039381"	"SPPL3
CG5901
SPP-like protein 3"
1439	284	GD	CG17370	1	0	1	3	lethal	2	available	"FBgn0039382
FBgn0039381"	"SPP-like protein 3
SPPL3
CG5901"
1443	385	GD	CG13081	1	0	1	2	viable	3	available	FBgn0032804	
1444	386	GD	CG10912	1	1	1	2	viable	2	available	FBgn0034296	
1445	386	GD	CG10912	1	1	1	2	viable	3	available	FBgn0034296	
1451	391	GD	CG9523	1	1	1	2	viable	2	available	FBgn0031812	
1452	391	GD	CG9523	1	1	1	2	viable	2	available	FBgn0031812	
1456	396	GD	CG5850	1	0	1	2	viable	2	available	FBgn0032172	
1457	397	GD	CG13130	1	41	0.7	6	viable	2	available	FBgn0040965	
1458	399	GD	CG4851	1	0	1	2	lethal	3	available	FBgn0032358	"Ppt2
PPT-2
Palmitoyl-protein Thioesterase 2"
1459	399	GD	CG4851	1	0	1	2	viable	3	available	FBgn0032358	"PPT-2
Ppt2
Palmitoyl-protein Thioesterase 2"
1461	400	GD	CG16960	1	0	1	3	viable	3	available	FBgn0026392	"Or73
Odorant receptor 33a
AN3
DOR73
Or33a
Or33B.1
33B.1
DOR33B.1
33a
Olfactory receptor 33B.1
dor73"
1462	400	GD	CG16960	1	0	1	3	viable	3	available	FBgn0026392	"Olfactory receptor 33B.1
DOR73
Or33a
Or33B.1
AN3
dor73
33a
33B.1
Or73
Odorant receptor 33a
DOR33B.1"
1463	404	GD	CG12404	1	0	1	2	viable	3	available	FBgn0032465	
1466	406	GD	CG16978	1	0	1	2	viable	2	available	FBgn0040972	CT35582
1473	411	GD	CG31678	1	10	0.92	6	lethal	2	available	"FBgn0051678
FBgn0032875
FBgn0032874"	"38D.30
CG17465
CG17466"
1478	413	GD	CG8681	1	0	1	2	viable	2	available	"FBgn0032933
FBgn0026255"	"Clumsy
GluR39B
clumsy
CT9037"
1479	413	GD	CG8681	1	0	1	2	viable	2	available	"FBgn0026255
FBgn0032933"	"Clumsy
CT9037
GluR39B
clumsy"
1482	414	GD	CG10396	1	0	1	2	viable	2	available	"FBgn0063752
FBgn0033020
FBgn0084009"	"Cytochrome c oxidase Subunit IV
COX IV
cox4
BcDNA:AT07685
IV
COXIV"
1487	415	GD	CG17508	1	0	1	2	viable	3	available	FBgn0039970	
1494	417	GD	CG2412	1	0	1	3	viable	3	available	FBgn0033389	"Rad51C
Dm CG2412"
1495	417	GD	CG2412	1	0	1	3	lethal	3	available	FBgn0033389	"Rad51C
Dm CG2412"
1498	418	GD	CG1944	1	3	0.97	2	viable	2	available	FBgn0033395	"cytochrome P450
Cyp4p2
4p2"
1501	422	GD	CG7736	1	1	1	3	viable	3	available	FBgn0037084	"DmSyx6
CT23545
Syx
SYX6/10
Syx6
Syntaxin
Syntaxin 6
SYN6
syntaxin
Dm Syx6"
1530	499	GD	CG6953	1	0	1	3	viable	2	available	FBgn0026721	"CT21501
Fat-spondin
fat-spondin"
1539	511	GD	CG32077	1	2	0.95	3	viable	3	available	"FBgn0014368
FBgn0052077"	"nol
no optic lobe"
1540	511	GD	CG32077	1	2	0.95	3	viable	3	available	"FBgn0014368
FBgn0052077"	"no optic lobe
nol"
1555	556	GD	CG14329	1	0	1	2	viable	3	available	FBgn0038525	
1560	197	GD	CG4467	1	0	1	2	lethal	3	available	"FBgn0039064
FBgn0040592"	CG13825
1562	202	GD	CG17382	1	0	1	2	sterile	3	available	FBgn0039080	"ionotropic receptor 94h
IR94h
Ionotropic receptor 94h
Ir94h"
1563	202	GD	CG17382	1	0	1	2	viable	2	available	FBgn0039080	"Ir94h
Ionotropic receptor 94h
IR94h
ionotropic receptor 94h"
1571	257	GD	CG13646	1	0	1	3	lethal	3	available	FBgn0039255	
1573	278	GD	CG17198	1	1	0.86	3	viable	3	temporary unavailable	FBgn0039366	
1574	281	GD	CG17195	1	1	1	2	viable	1	available	FBgn0039369	CG17195-PA
1576	397	GD	CG13130	1	41	0.7	6	viable	3	available	FBgn0040965	
1577	397	GD	CG13130	1	41	0.7	6	viable	3	available	FBgn0040965	
1578	422	GD	CG7736	1	1	1	3	lethal	2	available	FBgn0037084	"Dm Syx6
Syntaxin 6
Syntaxin
Syx6
SYN6
syntaxin
Syx
CT23545
DmSyx6
SYX6/10"
1579	422	GD	CG7736	1	1	1	3	lethal	2	available	FBgn0037084	"Syntaxin
syntaxin
Syntaxin 6
Syx
SYN6
DmSyx6
CT23545
Dm Syx6
SYX6/10
Syx6"
1591	459	GD	CG14089	1	6	0.97	2	lethal	3	available	FBgn0036861	
1600	464	GD	CGnone	0	3	0	2	lethal	3	available		
1603	468	GD	CG3066	1	2	0.97	2	viable	2	available	"FBgn0040241
FBgn0037515"	"SP7
anon-Ryu
prophenoloxidase-activating enzyme
PAE1
proPO-AE
MP2
Melanization Protease 2
serine protease 7
Sp7
Serine protease 7
sp7"
1608	470	GD	CG4089	1	0	1	2	viable	2	available	FBgn0037838	
1613	473	GD	CG4316	1	1	1	2	lethal	3	available	"FBgn0010169
FBgn0003319"	"Sb-sbd
c-SP56
stubbloid
Stubble-stubbloid
Stubble
st-sb
SP56
Sb
sbd"
1617	474	GD	CG12753	1	0	1	3	viable	2	available	FBgn0038427	"endosomal maturation defective
ema"
1630	480	GD	CG6656	1	0	1	3	viable	3	available	FBgn0038912	
1631	480	GD	CG6656	1	0	1	3	viable	3	available	FBgn0038912	
1633	480	GD	CG6656	1	0	1	3	viable	3	available	FBgn0038912	
1658	597	GD	CG14593	1	0	1	2	lethal	3	available	"FBgn0033058
FBgn0044360
FBgn0033057"	"CG14594
CCHamide-2 receptor
CCHa2r
anon-WO0131005.23"
1665	607	GD	CG11895	1	0	1	4	viable	3	available	"FBgn0024836
FBgn0026246"	"Flamingo
Fmi
fmi
fmi/stan
CT20776
Starry Night
flamingo
stan
Stan
Starry night
starry night
Flam
serpentine cadherin
starry Night"
1678	616	GD	CG30106	1	0	1	2	lethal	3	available	"FBgn0050106
FBgn0034256
FBgn0034257"	"CG18192
CG14484
CCHamide-1 receptor
CCHa1r"
1683	423	GD	CG13223	1	0	1	3	viable	2	available	FBgn0033599	
1684	423	GD	CG13223	1	0	1	3	viable	1	available	FBgn0033599	
1688	426	GD	CG12858	1	0	1	2	viable	3	available	FBgn0033958	
1691	427	GD	CG8314	1	0	1	3	viable	3	available	"FBgn0061525
FBgn0034057"	anon-WO0118547.93
1692	427	GD	CG8314	1	0	1	3	viable	2	available	"FBgn0034057
FBgn0061525"	anon-WO0118547.93
1698	429	GD	CG5348	1	0	1	2	viable	3	available	FBgn0034156	
1701	431	GD	CG34368	1	1	0.99	3	viable	3	available	"FBgn0085397
FBgn0034668
FBgn0034669"	"Fili
CG13487
CT32855
CG4054
Fish-lips
CT13464
CG4045"
1702	431	GD	CG34368	1	1	0.99	3	viable	2	available	"FBgn0085397
FBgn0034668
FBgn0034669"	"Fish-lips
CG4045
CT32855
Fili
CG13487
CG4054
CT13464"
1703	432	GD	CG30396	1	0	1	2	viable	2	available	"FBgn0041239
FBgn0050396"	"Gustatory receptor 58a
Gr58A1
58A.1
58A1
Gustatory receptor 58A.1
GR58A.1
Gr58a"
1706	433	GD	CG12490	1	2	0.96	3	viable	1	temporary unavailable	FBgn0034782	
1708	433	GD	CG12490	1	2	0.96	3	viable	3	available	FBgn0034782	
1711	434	GD	CG9825	1	1	0.83	3	viable	3	available	FBgn0034783	
1712	434	GD	CG9825	1	1	0.83	3	viable	3	available	FBgn0034783	
1713	434	GD	CG9825	1	1	0.83	3	viable	3	available	FBgn0034783	
1715	435	GD	CG30177	1	0	1	3	viable	2	available	FBgn0050177	
1716	435	GD	CG30177	1	0	1	3	lethal	2	available	FBgn0050177	
1717	435	GD	CG30177	1	0	1	3	viable	3	available	FBgn0050177	
1726	438	GD	CGnone	0	0	0	2	lethal	2	available		
1730	457	GD	CG4753	1	0	1	2	viable	2	available	FBgn0036622	
1731	457	GD	CG4753	1	0	1	2	viable	3	available	FBgn0036622	
1748	651	GD	CG5638	1	0	1	3	viable	3	available	"FBgn0036260
FBgn0046540
FBgn0046541"	"rhodopsin
Rhodopsin
anon-WO0170980.35
anon-WO0170980.34
Rh
rh7
Rh7
DMELRH7
Rhodopsin 7"
1753	676	GD	CG10420	1	0	1	2	viable	3	available	FBgn0039296	
1768	684	GD	CG8795	1	0	1	2	viable	1	available	"FBgn0046555
FBgn0038139
FBgn0046554"	"anon-WO0170980.194
Dm CG8795
anon-WO0170980.193"
1783	698	GD	CG10823	1	0	1	2	viable	3	available	"FBgn0046533
FBgn0046534
FBgn0038880"	"DrmSIFR
anon-WO0170980.44
SIFa-R
anon-WO0170980.43
SIFR
SIF-R
SIFamide-receptor
SIFamide receptor"
1784	699	GD	CG6706	1	0	1	2	viable	3	available	"FBgn0046523
FBgn0027575
FBgn0046522"	"GABA[[B]]R2
GH07312
GABA[[B]]-R2
GB2
GABA[[B]]- 2 receptor
metabotropic GABA-B receptor subtype 2
anon-WO0170980.59
metabotropic GABA[[B]] receptor 2
anon-WO0170980.58
GABA-B-R2
D-GABA[[B]]R2
BcDNA:GH07312
D-Gaba2"
1785	699	GD	CG6706	1	0	1	2	viable	2	temporary unavailable	"FBgn0046523
FBgn0027575
FBgn0046522"	"metabotropic GABA-B receptor subtype 2
GABA[[B]]- 2 receptor
GABA-B-R2
GABA[[B]]-R2
GABA[[B]]R2
anon-WO0170980.58
D-GABA[[B]]R2
D-Gaba2
BcDNA:GH07312
anon-WO0170980.59
GB2
metabotropic GABA[[B]] receptor 2
GH07312"
1791	706	GD	CG15556	1	0	1	2	lethal	3	available	"FBgn0046565
FBgn0039821
FBgn0046566"	"anon-WO0170980.179
anon-WO0170980.178"
1793	707	GD	CG11144	1	0	1	2	viable	3	available	FBgn0019985	"DmGluAR
Glu-RA
GluR
DmGlu[[A]]R
DmGluR[[A]]
DmGlu-A
mGluR
DmGluR
mGluRA
CAA67993.1_Dr
DmGluA
DmGlu-RA
dmGluRA
metabotropic glutamate receptor
DmGluRA
Metabotropic glutamate receptor"
1794	707	GD	CG11144	1	0	1	2	viable	3	available	FBgn0019985	"DmGluR
DmGluR[[A]]
DmGluRA
DmGluAR
DmGlu[[A]]R
DmGluA
mGluRA
CAA67993.1_Dr
dmGluRA
DmGlu-RA
metabotropic glutamate receptor
Metabotropic glutamate receptor
DmGlu-A
Glu-RA
mGluR
GluR"
1800	709	GD	CG4322	1	0	1	3	viable	2	available	"FBgn0025631
FBgn0041254"	"moody
1631
EG:22E5.11
EP1631
Moody"
1812	729	GD	CG32547	1	1	1	2	viable	2	available	"FBgn0052547
FBgn0030924
FBgn0030922
FBgn0030923"	"CG15049
CG15050
CG12610"
1815	731	GD	CG32540	1	8	0.79	4	viable	2	available	"FBgn0030953
FBgn0044361
FBgn0046518
FBgn0030954
FBgn0052540
FBgn0046519"	"anon-WO0131005.21
DSK-R1
anon-WO0170980.64
anon-WO0170980.65
CG6861
CCK-like receptor at 17D3
CG6881
CG6894
DSK-receptor2
CCKLR-17D3"
1820	733	GD	CGnone	0	3	0	2	viable	3	available		
1823	735	GD	CG1670	1	0	1	3	viable	2	available	"FBgn0044641
FBgn0031110"	"Obp19b
Odorant-binding protein 19b
19b
anon-WO0140519.23"
1827	736	GD	CG3051	1	0	1	2	viable	2	available	"FBgn0023169
FBgn0004836
FBgn0029574"	"dAMPKalpha
G protein-coupled receptor kinase 4
EG:132E8.2
SNF1A/AMP-activated protein kinase
snf1a
SNF1A
Gprk4
DmAMPK alpha
Gprk-4
AMPKalpha
AMPK
SNF/AMP-activated protein S/T kinase gamma subunit
ampkalpha
dAMPKa
AMP-dependent kinase
AMP-activated protein kinase
adenosine monophosphate-activated protein kinase"
1830	740	GD	CG4875	1	1	0.94	2	viable	3	available	FBgn0030801	"Rcp
receptor component protein
Receptor component protein
dRCP"
1831	740	GD	CG4875	1	1	0.94	2	viable	3	temporary unavailable	FBgn0030801	"receptor component protein
Rcp
Receptor component protein
dRCP"
1834	741	GD	CG17998	1	5	0.97	8	lethal	3	available	"FBgn0004834
FBgn0011677
FBgn0039847
FBgn0261988"	"nosh
G protein-coupled receptor kinase 2
154978_at
gprk2
Gprk-2
Gprk2"
